session_id,Admin_Unit_Code,park_name,habitat,is_shared_park,Plot_Name,Site_Name,Date,Visit,Observer,month,month_name,week,day_of_season,start_hour,time_band,session_duration_min,Temperature,Humidity,temp_band,humidity_band,Sky,Wind,Disturbance,species_per_session,sightings_per_session,at_risk_sightings,flyovers,pct_at_risk_per_session,has_at_risk
MONO-0003|2018-05-07|V1,MONO,Monocacy National Battlefield,Grassland,True,MONO-0003,,2018-05-07,1,Kimberly Serno,2018-05,May,19,0,10,Late (9-10am),10.0,24.0,46.0999984741211,20-25C,40-60%,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,12,17,0,0,0.0,False
MONO-0003|2018-06-05|V2,MONO,Monocacy National Battlefield,Grassland,True,MONO-0003,,2018-06-05,2,Brian Swimelar,2018-06,June,23,29,10,Late (9-10am),10.0,22.6000003814697,54.2000007629395,20-25C,40-60%,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,7,7,0,5,0.0,False
MONO-0003|2018-07-11|V3,MONO,Monocacy National Battlefield,Grassland,True,MONO-0003,,2018-07-11,3,Elizabeth Oswald,2018-07,July,28,65,7,Mid (7-8am),10.0,21.2000007629395,87.3000030517578,20-25C,>80%,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,7,7,0,2,0.0,False
MONO-0006|2018-05-10|V1,MONO,Monocacy National Battlefield,Grassland,True,MONO-0006,,2018-05-10,1,Kimberly Serno,2018-05,May,19,3,8,Mid (7-8am),10.0,21.1000003814697,66.3000030517578,20-25C,60-80%,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,5,7,0,3,0.0,False
MONO-0006|2018-06-05|V2,MONO,Monocacy National Battlefield,Grassland,True,MONO-0006,,2018-06-05,2,Brian Swimelar,2018-06,June,23,29,9,Late (9-10am),10.0,24.7999992370605,42.7999992370605,20-25C,40-60%,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Serious effect on count,4,4,0,1,0.0,False
MONO-0006|2018-07-11|V3,MONO,Monocacy National Battlefield,Grassland,True,MONO-0006,,2018-07-11,3,Elizabeth Oswald,2018-07,July,28,65,8,Mid (7-8am),10.0,23.2000007629395,86.1999969482422,20-25C,>80%,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,3,3,0,0,0.0,False
MONO-0007|2018-05-10|V1,MONO,Monocacy National Battlefield,Grassland,True,MONO-0007,,2018-05-10,1,Kimberly Serno,2018-05,May,19,3,8,Mid (7-8am),10.0,20.2000007629395,68.5999984741211,20-25C,60-80%,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Slight effect on count,4,8,0,4,0.0,False
MONO-0007|2018-06-05|V2,MONO,Monocacy National Battlefield,Grassland,True,MONO-0007,,2018-06-05,2,Brian Swimelar,2018-06,June,23,29,9,Late (9-10am),10.0,21.3999996185303,52.0,20-25C,40-60%,Fog,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,2,2,0,0,0.0,False
MONO-0007|2018-07-11|V3,MONO,Monocacy National Battlefield,Grassland,True,MONO-0007,,2018-07-11,3,Elizabeth Oswald,2018-07,July,28,65,8,Mid (7-8am),10.0,23.3999996185303,87.4000015258789,20-25C,>80%,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,3,4,0,0,0.0,False
MONO-0008|2018-05-10|V1,MONO,Monocacy National Battlefield,Grassland,True,MONO-0008,,2018-05-10,1,Kimberly Serno,2018-05,May,19,3,8,Mid (7-8am),10.0,19.7000007629395,67.5,15-20C,60-80%,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Slight effect on count,4,7,0,2,0.0,False
MONO-0008|2018-06-05|V2,MONO,Monocacy National Battlefield,Grassland,True,MONO-0008,,2018-06-05,2,Brian Swimelar,2018-06,June,23,29,9,Late (9-10am),10.0,23.7000007629395,49.2999992370605,20-25C,40-60%,Partly Cloudy,"Gentle breeze (8-12 mph), leaves in motion",Slight effect on count,6,7,0,2,0.0,False
MONO-0008|2018-07-11|V3,MONO,Monocacy National Battlefield,Grassland,True,MONO-0008,,2018-07-11,3,Elizabeth Oswald,2018-07,July,28,65,7,Mid (7-8am),10.0,22.1000003814697,78.5,20-25C,60-80%,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,5,6,0,2,0.0,False
MONO-0009|2018-05-07|V1,MONO,Monocacy National Battlefield,Grassland,True,MONO-0009,,2018-05-07,1,Kimberly Serno,2018-05,May,19,0,10,Late (9-10am),10.0,24.5,49.0,20-25C,40-60%,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,10,11,0,0,0.0,False
MONO-0009|2018-06-05|V2,MONO,Monocacy National Battlefield,Grassland,True,MONO-0009,,2018-06-05,2,Brian Swimelar,2018-06,June,23,29,10,Late (9-10am),11.0,26.7999992370605,44.0,25-30C,40-60%,Partly Cloudy,"Gentle breeze (8-12 mph), leaves in motion",Serious effect on count,6,6,0,0,0.0,False
MONO-0009|2018-07-13|V3,MONO,Monocacy National Battlefield,Grassland,True,MONO-0009,,2018-07-13,3,Elizabeth Oswald,2018-07,July,28,67,6,Early (5-6am),10.0,18.0,85.5999984741211,15-20C,>80%,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,7,8,0,2,0.0,False
MONO-0010|2018-05-07|V1,MONO,Monocacy National Battlefield,Grassland,True,MONO-0010,,2018-05-07,1,Kimberly Serno,2018-05,May,19,0,10,Late (9-10am),10.0,22.5,62.7999992370605,20-25C,60-80%,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,13,16,0,0,0.0,False
MONO-0010|2018-06-14|V2,MONO,Monocacy National Battlefield,Grassland,True,MONO-0010,,2018-06-14,2,Brian Swimelar,2018-06,June,24,38,8,Mid (7-8am),10.0,26.7000007629395,62.7999992370605,25-30C,60-80%,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,6,6,0,0,0.0,False
MONO-0010|2018-07-13|V3,MONO,Monocacy National Battlefield,Grassland,True,MONO-0010,,2018-07-13,3,Elizabeth Oswald,2018-07,July,28,67,6,Early (5-6am),10.0,17.6000003814697,84.6999969482422,15-20C,>80%,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,9,11,0,3,0.0,False
MONO-0014|2018-05-10|V1,MONO,Monocacy National Battlefield,Grassland,True,MONO-0014,,2018-05-10,1,Kimberly Serno,2018-05,May,19,3,9,Late (9-10am),10.0,21.6000003814697,64.3000030517578,20-25C,60-80%,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Serious effect on count,6,6,0,3,0.0,False
MONO-0014|2018-06-05|V2,MONO,Monocacy National Battlefield,Grassland,True,MONO-0014,,2018-06-05,2,Brian Swimelar,2018-06,June,23,29,10,Late (9-10am),10.0,24.6000003814697,45.2999992370605,20-25C,40-60%,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Serious effect on count,7,9,0,3,0.0,False
MONO-0014|2018-07-11|V3,MONO,Monocacy National Battlefield,Grassland,True,MONO-0014,,2018-07-11,3,Elizabeth Oswald,2018-07,July,28,65,8,Mid (7-8am),10.0,24.0,85.5,20-25C,>80%,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,2,2,0,0,0.0,False
MONO-0015|2018-05-10|V1,MONO,Monocacy National Battlefield,Grassland,True,MONO-0015,,2018-05-10,1,Kimberly Serno,2018-05,May,19,3,9,Late (9-10am),10.0,21.6000003814697,61.7000007629395,20-25C,60-80%,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,9,11,0,6,0.0,False
MONO-0015|2018-06-05|V2,MONO,Monocacy National Battlefield,Grassland,True,MONO-0015,,2018-06-05,2,Brian Swimelar,2018-06,June,23,29,5,Early (5-6am),10.0,11.6000003814697,66.1999969482422,<15C,60-80%,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,3,3,0,1,0.0,False
MONO-0015|2018-07-11|V3,MONO,Monocacy National Battlefield,Grassland,True,MONO-0015,,2018-07-11,3,Elizabeth Oswald,2018-07,July,28,65,9,Late (9-10am),10.0,24.2999992370605,86.0,20-25C,>80%,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,2,2,0,0,0.0,False
MONO-0016|2018-05-10|V1,MONO,Monocacy National Battlefield,Grassland,True,MONO-0016,,2018-05-10,1,Kimberly Serno,2018-05,May,19,3,7,Mid (7-8am),10.0,20.6000003814697,63.5999984741211,20-25C,60-80%,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,8,10,0,3,0.0,False
MONO-0016|2018-06-05|V2,MONO,Monocacy National Battlefield,Grassland,True,MONO-0016,,2018-06-05,2,Brian Swimelar,2018-06,June,23,29,5,Early (5-6am),10.0,11.8000001907349,80.8000030517578,<15C,>80%,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,3,6,0,1,0.0,False
MONO-0016|2018-07-13|V3,MONO,Monocacy National Battlefield,Grassland,True,MONO-0016,,2018-07-13,3,Elizabeth Oswald,2018-07,July,28,67,8,Mid (7-8am),10.0,20.1000003814697,93.8000030517578,20-25C,>80%,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,4,6,0,1,0.0,False
MONO-0017|2018-05-10|V1,MONO,Monocacy National Battlefield,Grassland,True,MONO-0017,,2018-05-10,1,Kimberly Serno,2018-05,May,19,3,7,Mid (7-8am),10.0,19.1000003814697,68.8000030517578,15-20C,60-80%,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Slight effect on count,4,5,0,0,0.0,False
MONO-0017|2018-06-05|V2,MONO,Monocacy National Battlefield,Grassland,True,MONO-0017,,2018-06-05,2,Brian Swimelar,2018-06,June,23,29,6,Early (5-6am),10.0,18.2000007629395,64.6999969482422,15-20C,60-80%,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,4,5,0,0,0.0,False
MONO-0017|2018-07-13|V3,MONO,Monocacy National Battlefield,Grassland,True,MONO-0017,,2018-07-13,3,Elizabeth Oswald,2018-07,July,28,67,7,Mid (7-8am),10.0,18.7000007629395,84.9000015258789,15-20C,>80%,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,5,5,0,2,0.0,False
MONO-0018|2018-05-07|V1,MONO,Monocacy National Battlefield,Grassland,True,MONO-0018,,2018-05-07,1,Kimberly Serno,2018-05,May,19,0,9,Late (9-10am),10.0,23.2000007629395,50.4000015258789,20-25C,40-60%,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,7,10,0,1,0.0,False
MONO-0018|2018-06-14|V2,MONO,Monocacy National Battlefield,Grassland,True,MONO-0018,,2018-06-14,2,Brian Swimelar,2018-06,June,24,38,9,Late (9-10am),10.0,25.6000003814697,50.5999984741211,25-30C,40-60%,Clear or Few Clouds,"Gentle breeze (8-12 mph), leaves in motion",Serious effect on count,6,8,0,1,0.0,False
MONO-0018|2018-07-13|V3,MONO,Monocacy National Battlefield,Grassland,True,MONO-0018,,2018-07-13,3,Elizabeth Oswald,2018-07,July,28,67,5,Early (5-6am),10.0,17.5,75.1999969482422,15-20C,60-80%,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,10,12,0,1,0.0,False
MONO-0019|2018-05-07|V1,MONO,Monocacy National Battlefield,Grassland,True,MONO-0019,,2018-05-07,1,Kimberly Serno,2018-05,May,19,0,9,Late (9-10am),10.0,22.7999992370605,58.7000007629395,20-25C,40-60%,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,9,14,0,0,0.0,False
MONO-0019|2018-06-14|V2,MONO,Monocacy National Battlefield,Grassland,True,MONO-0019,,2018-06-14,2,Brian Swimelar,2018-06,June,24,38,9,Late (9-10am),10.0,24.1000003814697,40.0999984741211,20-25C,40-60%,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,3,3,0,0,0.0,False
MONO-0019|2018-07-13|V3,MONO,Monocacy National Battlefield,Grassland,True,MONO-0019,,2018-07-13,3,Elizabeth Oswald,2018-07,July,28,67,5,Early (5-6am),10.0,18.2000007629395,81.3000030517578,15-20C,>80%,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,18,21,0,5,0.0,False
MONO-0022|2018-05-10|V1,MONO,Monocacy National Battlefield,Grassland,True,MONO-0022,,2018-05-10,1,Kimberly Serno,2018-05,May,19,3,5,Early (5-6am),10.0,20.2999992370605,56.5999984741211,20-25C,40-60%,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,9,13,0,0,0.0,False
MONO-0022|2018-06-05|V2,MONO,Monocacy National Battlefield,Grassland,True,MONO-0022,,2018-06-05,2,Brian Swimelar,2018-06,June,23,29,7,Mid (7-8am),10.0,22.7000007629395,57.7000007629395,20-25C,40-60%,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,7,7,0,1,0.0,False
MONO-0022|2018-07-11|V3,MONO,Monocacy National Battlefield,Grassland,True,MONO-0022,,2018-07-11,3,Elizabeth Oswald,2018-07,July,28,65,9,Late (9-10am),10.0,24.8999996185303,80.9000015258789,20-25C,>80%,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,5,7,0,0,0.0,False
MONO-0023|2018-05-10|V1,MONO,Monocacy National Battlefield,Grassland,True,MONO-0023,,2018-05-10,1,Kimberly Serno,2018-05,May,19,3,7,Mid (7-8am),10.0,18.8999996185303,72.6999969482422,15-20C,60-80%,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,7,10,0,1,0.0,False
MONO-0023|2018-06-05|V2,MONO,Monocacy National Battlefield,Grassland,True,MONO-0023,,2018-06-05,2,Brian Swimelar,2018-06,June,23,29,7,Mid (7-8am),10.0,16.5,74.1999969482422,15-20C,60-80%,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,5,6,0,5,0.0,False
MONO-0023|2018-07-13|V3,MONO,Monocacy National Battlefield,Grassland,True,MONO-0023,,2018-07-13,3,Elizabeth Oswald,2018-07,July,28,67,7,Mid (7-8am),10.0,19.2999992370605,91.5999984741211,15-20C,>80%,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,5,6,0,1,0.0,False
MONO-0024|2018-05-10|V1,MONO,Monocacy National Battlefield,Grassland,True,MONO-0024,,2018-05-10,1,Kimberly Serno,2018-05,May,19,3,7,Mid (7-8am),10.0,17.3999996185303,73.8000030517578,15-20C,60-80%,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,9,11,0,3,0.0,False
MONO-0024|2018-06-05|V2,MONO,Monocacy National Battlefield,Grassland,True,MONO-0024,,2018-06-05,2,Brian Swimelar,2018-06,June,23,29,6,Early (5-6am),10.0,18.7999992370605,70.9000015258789,15-20C,60-80%,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,9,9,0,0,0.0,False
MONO-0024|2018-07-13|V3,MONO,Monocacy National Battlefield,Grassland,True,MONO-0024,,2018-07-13,3,Elizabeth Oswald,2018-07,July,28,67,7,Mid (7-8am),10.0,18.8999996185303,88.5,15-20C,>80%,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,8,8,0,1,0.0,False
MONO-0025|2018-05-10|V1,MONO,Monocacy National Battlefield,Grassland,True,MONO-0025,,2018-05-10,1,Kimberly Serno,2018-05,May,19,3,6,Early (5-6am),10.0,19.0,64.8000030517578,15-20C,60-80%,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,10,12,0,1,0.0,False
MONO-0025|2018-06-05|V2,MONO,Monocacy National Battlefield,Grassland,True,MONO-0025,,2018-06-05,2,Brian Swimelar,2018-06,June,23,29,6,Early (5-6am),10.0,16.5,68.1999969482422,15-20C,60-80%,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Serious effect on count,7,12,0,2,0.0,False
MONO-0025|2018-07-11|V3,MONO,Monocacy National Battlefield,Grassland,True,MONO-0025,,2018-07-11,3,Elizabeth Oswald,2018-07,July,28,65,10,Late (9-10am),10.0,25.7999992370605,65.3000030517578,25-30C,60-80%,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,7,9,0,3,0.0,False
MONO-0026|2018-05-07|V1,MONO,Monocacy National Battlefield,Forest,True,MONO-0026,MONO 3,2018-05-07,1,Kimberly Serno,2018-05,May,19,0,8,Mid (7-8am),10.0,19.7000007629395,68.9000015258789,15-20C,60-80%,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,14,19,0,0,0.0,False
MONO-0026|2018-06-14|V2,MONO,Monocacy National Battlefield,Forest,True,MONO-0026,MONO 3,2018-06-14,2,Brian Swimelar,2018-06,June,24,38,5,Early (5-6am),10.0,24.1000003814697,60.4000015258789,20-25C,60-80%,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,9,11,0,1,0.0,False
MONO-0027|2018-05-07|V1,MONO,Monocacy National Battlefield,Grassland,True,MONO-0027,,2018-05-07,1,Kimberly Serno,2018-05,May,19,0,8,Mid (7-8am),10.0,18.8999996185303,67.8000030517578,15-20C,60-80%,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,14,17,0,0,0.0,False
MONO-0027|2018-06-14|V2,MONO,Monocacy National Battlefield,Grassland,True,MONO-0027,,2018-06-14,2,Brian Swimelar,2018-06,June,24,38,10,Late (9-10am),10.0,28.2000007629395,43.7000007629395,25-30C,40-60%,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,7,8,0,0,0.0,False
MONO-0027|2018-07-11|V3,MONO,Monocacy National Battlefield,Grassland,True,MONO-0027,,2018-07-11,3,Elizabeth Oswald,2018-07,July,28,65,6,Early (5-6am),10.0,21.2000007629395,88.1999969482422,20-25C,>80%,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,11,12,0,0,0.0,False
MONO-0032|2018-05-10|V1,MONO,Monocacy National Battlefield,Grassland,True,MONO-0032,,2018-05-10,1,Kimberly Serno,2018-05,May,19,3,6,Early (5-6am),10.0,17.3999996185303,70.0,15-20C,60-80%,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,8,13,0,2,0.0,False
MONO-0032|2018-06-05|V2,MONO,Monocacy National Battlefield,Grassland,True,MONO-0032,,2018-06-05,2,Brian Swimelar,2018-06,June,23,29,7,Mid (7-8am),10.0,25.2000007629395,50.5,25-30C,40-60%,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Serious effect on count,6,6,0,1,0.0,False
MONO-0032|2018-07-11|V3,MONO,Monocacy National Battlefield,Grassland,True,MONO-0032,,2018-07-11,3,Elizabeth Oswald,2018-07,July,28,65,9,Late (9-10am),10.0,25.1000003814697,75.9000015258789,25-30C,60-80%,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,2,2,0,0,0.0,False
MONO-0033|2018-05-10|V1,MONO,Monocacy National Battlefield,Grassland,True,MONO-0033,,2018-05-10,1,Kimberly Serno,2018-05,May,19,3,6,Early (5-6am),10.0,19.2999992370605,58.0999984741211,15-20C,40-60%,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,14,15,0,3,0.0,False
MONO-0033|2018-06-05|V2,MONO,Monocacy National Battlefield,Grassland,True,MONO-0033,,2018-06-05,2,Brian Swimelar,2018-06,June,23,29,8,Mid (7-8am),11.0,21.1000003814697,67.5999984741211,20-25C,60-80%,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,6,7,1,1,14.29,True
MONO-0033|2018-07-11|V3,MONO,Monocacy National Battlefield,Grassland,True,MONO-0033,,2018-07-11,3,Elizabeth Oswald,2018-07,July,28,65,10,Late (9-10am),10.0,25.5,68.5999984741211,25-30C,60-80%,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,8,8,0,0,0.0,False
MONO-0035|2018-05-10|V1,MONO,Monocacy National Battlefield,Grassland,True,MONO-0035,,2018-05-10,1,Kimberly Serno,2018-05,May,19,3,10,Late (9-10am),10.0,21.7999992370605,61.7000007629395,20-25C,60-80%,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Slight effect on count,5,5,0,0,0.0,False
MONO-0035|2018-06-14|V2,MONO,Monocacy National Battlefield,Grassland,True,MONO-0035,,2018-06-14,2,Elizabeth Oswald,2018-06,June,24,38,7,Mid (7-8am),10.0,26.5,55.0,25-30C,40-60%,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,10,11,0,1,0.0,False
MONO-0035|2018-07-11|V3,MONO,Monocacy National Battlefield,Grassland,True,MONO-0035,,2018-07-11,3,Kimberly Serno,2018-07,July,28,65,6,Early (5-6am),10.0,23.6000003814697,79.5,20-25C,60-80%,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,12,17,0,2,0.0,False
MONO-0036|2018-05-07|V1,MONO,Monocacy National Battlefield,Grassland,True,MONO-0036,,2018-05-07,1,Kimberly Serno,2018-05,May,19,0,6,Early (5-6am),10.0,16.7000007629395,56.5,15-20C,40-60%,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,11,12,1,0,8.33,True
MONO-0036|2018-06-14|V2,MONO,Monocacy National Battlefield,Grassland,True,MONO-0036,,2018-06-14,2,Brian Swimelar,2018-06,June,24,38,5,Early (5-6am),10.0,24.7000007629395,61.0,20-25C,60-80%,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Serious effect on count,5,6,0,1,0.0,False
MONO-0036|2018-07-11|V3,MONO,Monocacy National Battlefield,Grassland,True,MONO-0036,,2018-07-11,3,Elizabeth Oswald,2018-07,July,28,65,5,Early (5-6am),10.0,19.5,79.3000030517578,15-20C,60-80%,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,7,12,0,4,0.0,False
MONO-0037|2018-05-07|V1,MONO,Monocacy National Battlefield,Grassland,True,MONO-0037,,2018-05-07,1,Kimberly Serno,2018-05,May,19,0,8,Mid (7-8am),10.0,24.2000007629395,50.5999984741211,20-25C,40-60%,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,13,15,0,2,0.0,False
MONO-0037|2018-06-14|V2,MONO,Monocacy National Battlefield,Grassland,True,MONO-0037,,2018-06-14,2,Brian Swimelar,2018-06,June,24,38,6,Early (5-6am),10.0,26.0,62.2000007629395,25-30C,60-80%,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,6,12,0,2,0.0,False
MONO-0037|2018-07-11|V3,MONO,Monocacy National Battlefield,Grassland,True,MONO-0037,,2018-07-11,3,Elizabeth Oswald,2018-07,July,28,65,5,Early (5-6am),10.0,19.6000003814697,78.4000015258789,15-20C,60-80%,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,12,21,0,3,0.0,False
MONO-0038|2018-05-07|V1,MONO,Monocacy National Battlefield,Forest,True,MONO-0038,MONO 3,2018-05-07,1,Kimberly Serno,2018-05,May,19,0,7,Mid (7-8am),10.0,18.2999992370605,65.1999969482422,15-20C,60-80%,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,12,16,1,0,6.25,True
MONO-0038|2018-06-14|V2,MONO,Monocacy National Battlefield,Forest,True,MONO-0038,MONO 3,2018-06-14,2,Brian Swimelar,2018-06,June,24,38,7,Mid (7-8am),10.0,29.2000007629395,68.0999984741211,25-30C,60-80%,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,6,8,0,1,0.0,False
MONO-0039|2018-05-07|V1,MONO,Monocacy National Battlefield,Forest,True,MONO-0039,MONO 3,2018-05-07,1,Kimberly Serno,2018-05,May,19,0,7,Mid (7-8am),10.0,16.1000003814697,71.5999984741211,15-20C,60-80%,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Serious effect on count,10,13,0,0,0.0,False
